"","seqnames","strand","n","type","group","mb"
"13278","chr19","+",52703,"repeat_type","MER66-int#LTR/ERV1",0.052703
"13279","chr19","-",23667,"repeat_type","MER66-int#LTR/ERV1",0.023667
"13280","chr20","-",13828,"repeat_type","MER66-int#LTR/ERV1",0.013828
"13281","chr21","+",6679,"repeat_type","MER66-int#LTR/ERV1",0.006679
"13282","chr21","-",12765,"repeat_type","MER66-int#LTR/ERV1",0.012765
"13283","chr22","-",6971,"repeat_type","MER66-int#LTR/ERV1",0.006971
"13284","chrX","+",50146,"repeat_type","MER66-int#LTR/ERV1",0.050146
"13285","chrX","-",77457,"repeat_type","MER66-int#LTR/ERV1",0.077457
"13286","chrY","+",17455,"repeat_type","MER66-int#LTR/ERV1",0.017455
"13287","chrY","-",6714,"repeat_type","MER66-int#LTR/ERV1",0.006714
"13288","chr1","+",25115,"repeat_type","MER66C#LTR/ERV1",0.025115
"13289","chr1","-",33315,"repeat_type","MER66C#LTR/ERV1",0.033315
"13290","chr2","+",14911,"repeat_type","MER66C#LTR/ERV1",0.014911
"13291","chr2","-",9944,"repeat_type","MER66C#LTR/ERV1",0.009944
"13292","chr3","+",4677,"repeat_type","MER66C#LTR/ERV1",0.004677
"13293","chr3","-",6488,"repeat_type","MER66C#LTR/ERV1",0.006488
"13294","chr4","+",8158,"repeat_type","MER66C#LTR/ERV1",0.008158
"13295","chr4","-",9619,"repeat_type","MER66C#LTR/ERV1",0.009619
"13296","chr5","+",5144,"repeat_type","MER66C#LTR/ERV1",0.005144
"13297","chr5","-",7936,"repeat_type","MER66C#LTR/ERV1",0.007936
"13298","chr6","+",15121,"repeat_type","MER66C#LTR/ERV1",0.015121
"13299","chr6","-",17134,"repeat_type","MER66C#LTR/ERV1",0.017134
"13300","chr7","+",3909,"repeat_type","MER66C#LTR/ERV1",0.003909
"13301","chr7","-",15697,"repeat_type","MER66C#LTR/ERV1",0.015697
"13302","chr8","+",3276,"repeat_type","MER66C#LTR/ERV1",0.003276
"13303","chr8","-",6844,"repeat_type","MER66C#LTR/ERV1",0.006844
"13304","chr9","+",3831,"repeat_type","MER66C#LTR/ERV1",0.003831
"13305","chr9","-",5628,"repeat_type","MER66C#LTR/ERV1",0.005628
"13306","chr10","+",4562,"repeat_type","MER66C#LTR/ERV1",0.004562
"13307","chr10","-",15948,"repeat_type","MER66C#LTR/ERV1",0.015948
"13308","chr11","+",4585,"repeat_type","MER66C#LTR/ERV1",0.004585
"13309","chr11","-",9722,"repeat_type","MER66C#LTR/ERV1",0.009722
"13310","chr12","+",1634,"repeat_type","MER66C#LTR/ERV1",0.001634
"13311","chr12","-",5785,"repeat_type","MER66C#LTR/ERV1",0.005785
"13312","chr13","+",3388,"repeat_type","MER66C#LTR/ERV1",0.003388
"13313","chr13","-",15066,"repeat_type","MER66C#LTR/ERV1",0.015066
"13314","chr14","+",4329,"repeat_type","MER66C#LTR/ERV1",0.004329
"13315","chr14","-",9950,"repeat_type","MER66C#LTR/ERV1",0.00995
"13316","chr15","+",2033,"repeat_type","MER66C#LTR/ERV1",0.002033
"13317","chr15","-",5947,"repeat_type","MER66C#LTR/ERV1",0.005947
"13318","chr16","+",3038,"repeat_type","MER66C#LTR/ERV1",0.003038
"13319","chr16","-",9500,"repeat_type","MER66C#LTR/ERV1",0.0095
"13320","chr17","+",3856,"repeat_type","MER66C#LTR/ERV1",0.003856
"13321","chr17","-",5606,"repeat_type","MER66C#LTR/ERV1",0.005606
"13322","chr18","+",3436,"repeat_type","MER66C#LTR/ERV1",0.003436
"13323","chr18","-",17730,"repeat_type","MER66C#LTR/ERV1",0.01773
"13324","chr19","+",13998,"repeat_type","MER66C#LTR/ERV1",0.013998
"13325","chr19","-",4085,"repeat_type","MER66C#LTR/ERV1",0.004085
"13326","chr20","+",4594,"repeat_type","MER66C#LTR/ERV1",0.004594
"13327","chr20","-",5104,"repeat_type","MER66C#LTR/ERV1",0.005104
"13328","chr21","+",1642,"repeat_type","MER66C#LTR/ERV1",0.001642
"13329","chr21","-",555,"repeat_type","MER66C#LTR/ERV1",0.000555
"13330","chr22","+",839,"repeat_type","MER66C#LTR/ERV1",0.000839
"13331","chrX","+",7737,"repeat_type","MER66C#LTR/ERV1",0.007737
"13332","chrX","-",23304,"repeat_type","MER66C#LTR/ERV1",0.023304
"13333","chrY","+",7597,"repeat_type","MER66C#LTR/ERV1",0.007597
"13334","chrY","-",9206,"repeat_type","MER66C#LTR/ERV1",0.009206
"13335","chr1","+",34310,"repeat_type","MER66B#LTR/ERV1",0.03431
"13336","chr1","-",36548,"repeat_type","MER66B#LTR/ERV1",0.036548
"13337","chr2","+",22313,"repeat_type","MER66B#LTR/ERV1",0.022313
"13338","chr2","-",27089,"repeat_type","MER66B#LTR/ERV1",0.027089
"13339","chr3","+",25503,"repeat_type","MER66B#LTR/ERV1",0.025503
"13340","chr3","-",38235,"repeat_type","MER66B#LTR/ERV1",0.038235
"13341","chr4","+",13570,"repeat_type","MER66B#LTR/ERV1",0.01357
"13342","chr4","-",11758,"repeat_type","MER66B#LTR/ERV1",0.011758
"13343","chr5","+",27046,"repeat_type","MER66B#LTR/ERV1",0.027046
"13344","chr5","-",18099,"repeat_type","MER66B#LTR/ERV1",0.018099
"13345","chr6","+",10078,"repeat_type","MER66B#LTR/ERV1",0.010078
"13346","chr6","-",17277,"repeat_type","MER66B#LTR/ERV1",0.017277
"13347","chr7","+",19443,"repeat_type","MER66B#LTR/ERV1",0.019443
"13348","chr7","-",25488,"repeat_type","MER66B#LTR/ERV1",0.025488
"13349","chr8","+",18988,"repeat_type","MER66B#LTR/ERV1",0.018988
"13350","chr8","-",23858,"repeat_type","MER66B#LTR/ERV1",0.023858
"13351","chr9","+",14545,"repeat_type","MER66B#LTR/ERV1",0.014545
"13352","chr9","-",18635,"repeat_type","MER66B#LTR/ERV1",0.018635
"13353","chr10","+",18244,"repeat_type","MER66B#LTR/ERV1",0.018244
"13354","chr10","-",19358,"repeat_type","MER66B#LTR/ERV1",0.019358
"13355","chr11","+",15353,"repeat_type","MER66B#LTR/ERV1",0.015353
"13356","chr11","-",22274,"repeat_type","MER66B#LTR/ERV1",0.022274
"13357","chr12","+",13846,"repeat_type","MER66B#LTR/ERV1",0.013846
"13358","chr12","-",9641,"repeat_type","MER66B#LTR/ERV1",0.009641
"13359","chr13","+",6276,"repeat_type","MER66B#LTR/ERV1",0.006276
"13360","chr13","-",14306,"repeat_type","MER66B#LTR/ERV1",0.014306
"13361","chr14","+",9133,"repeat_type","MER66B#LTR/ERV1",0.009133
"13362","chr14","-",11132,"repeat_type","MER66B#LTR/ERV1",0.011132
"13363","chr15","+",3898,"repeat_type","MER66B#LTR/ERV1",0.003898
"13364","chr15","-",4803,"repeat_type","MER66B#LTR/ERV1",0.004803
"13365","chr16","+",16713,"repeat_type","MER66B#LTR/ERV1",0.016713
"13366","chr16","-",18345,"repeat_type","MER66B#LTR/ERV1",0.018345
"13367","chr17","+",15271,"repeat_type","MER66B#LTR/ERV1",0.015271
"13368","chr17","-",16552,"repeat_type","MER66B#LTR/ERV1",0.016552
"13369","chr18","+",11504,"repeat_type","MER66B#LTR/ERV1",0.011504
"13370","chr18","-",6612,"repeat_type","MER66B#LTR/ERV1",0.006612
"13371","chr19","+",50829,"repeat_type","MER66B#LTR/ERV1",0.050829
"13372","chr19","-",37683,"repeat_type","MER66B#LTR/ERV1",0.037683
"13373","chr20","+",8991,"repeat_type","MER66B#LTR/ERV1",0.008991
"13374","chr20","-",12343,"repeat_type","MER66B#LTR/ERV1",0.012343
"13375","chr21","+",2448,"repeat_type","MER66B#LTR/ERV1",0.002448
"13376","chr21","-",9487,"repeat_type","MER66B#LTR/ERV1",0.009487
"13377","chr22","+",6938,"repeat_type","MER66B#LTR/ERV1",0.006938
"13378","chr22","-",8443,"repeat_type","MER66B#LTR/ERV1",0.008443
"13379","chrX","+",14721,"repeat_type","MER66B#LTR/ERV1",0.014721
"13380","chrX","-",27976,"repeat_type","MER66B#LTR/ERV1",0.027976
"13381","chrY","+",13302,"repeat_type","MER66B#LTR/ERV1",0.013302
"13382","chrY","-",20909,"repeat_type","MER66B#LTR/ERV1",0.020909
"13383","chr1","+",131050,"repeat_type","SVA_A#Retroposon/SVA",0.13105
"13384","chr1","-",122002,"repeat_type","SVA_A#Retroposon/SVA",0.122002
"13385","chr2","+",70976,"repeat_type","SVA_A#Retroposon/SVA",0.070976
"13386","chr2","-",96093,"repeat_type","SVA_A#Retroposon/SVA",0.096093
"13387","chr3","+",89253,"repeat_type","SVA_A#Retroposon/SVA",0.089253
"13388","chr3","-",89156,"repeat_type","SVA_A#Retroposon/SVA",0.089156
"13389","chr4","+",76168,"repeat_type","SVA_A#Retroposon/SVA",0.076168
"13390","chr4","-",73405,"repeat_type","SVA_A#Retroposon/SVA",0.073405
"13391","chr5","+",89085,"repeat_type","SVA_A#Retroposon/SVA",0.089085
"13392","chr5","-",63104,"repeat_type","SVA_A#Retroposon/SVA",0.063104
"13393","chr6","+",76443,"repeat_type","SVA_A#Retroposon/SVA",0.076443
"13394","chr6","-",73743,"repeat_type","SVA_A#Retroposon/SVA",0.073743
"13395","chr7","+",80747,"repeat_type","SVA_A#Retroposon/SVA",0.080747
"13396","chr7","-",87310,"repeat_type","SVA_A#Retroposon/SVA",0.08731
"13397","chr8","+",55578,"repeat_type","SVA_A#Retroposon/SVA",0.055578
"13398","chr8","-",76630,"repeat_type","SVA_A#Retroposon/SVA",0.07663
"13399","chr9","+",64125,"repeat_type","SVA_A#Retroposon/SVA",0.064125
"13400","chr9","-",74170,"repeat_type","SVA_A#Retroposon/SVA",0.07417
"13401","chr10","+",66988,"repeat_type","SVA_A#Retroposon/SVA",0.066988
"13402","chr10","-",84076,"repeat_type","SVA_A#Retroposon/SVA",0.084076
"13403","chr11","+",66318,"repeat_type","SVA_A#Retroposon/SVA",0.066318
"13404","chr11","-",48079,"repeat_type","SVA_A#Retroposon/SVA",0.048079
"13405","chr12","+",88803,"repeat_type","SVA_A#Retroposon/SVA",0.088803
"13406","chr12","-",69270,"repeat_type","SVA_A#Retroposon/SVA",0.06927
"13407","chr13","+",151294,"repeat_type","SVA_A#Retroposon/SVA",0.151294
"13408","chr13","-",44058,"repeat_type","SVA_A#Retroposon/SVA",0.044058
"13409","chr14","+",91096,"repeat_type","SVA_A#Retroposon/SVA",0.091096
"13410","chr14","-",60503,"repeat_type","SVA_A#Retroposon/SVA",0.060503
"13411","chr15","+",121401,"repeat_type","SVA_A#Retroposon/SVA",0.121401
"13412","chr15","-",67200,"repeat_type","SVA_A#Retroposon/SVA",0.0672
"13413","chr16","+",46896,"repeat_type","SVA_A#Retroposon/SVA",0.046896
"13414","chr16","-",58769,"repeat_type","SVA_A#Retroposon/SVA",0.058769
"13415","chr17","+",66320,"repeat_type","SVA_A#Retroposon/SVA",0.06632
"13416","chr17","-",60332,"repeat_type","SVA_A#Retroposon/SVA",0.060332
"13417","chr18","+",30760,"repeat_type","SVA_A#Retroposon/SVA",0.03076
"13418","chr18","-",32145,"repeat_type","SVA_A#Retroposon/SVA",0.032145
"13419","chr19","+",71214,"repeat_type","SVA_A#Retroposon/SVA",0.071214
"13420","chr19","-",79365,"repeat_type","SVA_A#Retroposon/SVA",0.079365
"13421","chr20","+",38881,"repeat_type","SVA_A#Retroposon/SVA",0.038881
"13422","chr20","-",26812,"repeat_type","SVA_A#Retroposon/SVA",0.026812
"13423","chr21","+",111948,"repeat_type","SVA_A#Retroposon/SVA",0.111948
"13424","chr21","-",28493,"repeat_type","SVA_A#Retroposon/SVA",0.028493
"13425","chr22","+",68160,"repeat_type","SVA_A#Retroposon/SVA",0.06816
"13426","chr22","-",37037,"repeat_type","SVA_A#Retroposon/SVA",0.037037
"13427","chrX","+",58400,"repeat_type","SVA_A#Retroposon/SVA",0.0584
"13428","chrX","-",57342,"repeat_type","SVA_A#Retroposon/SVA",0.057342
"13429","chrY","+",75039,"repeat_type","SVA_A#Retroposon/SVA",0.075039
"13430","chrY","-",3310,"repeat_type","SVA_A#Retroposon/SVA",0.00331
"13431","chr1","+",1879,"repeat_type","AluYi6_4d#SINE/Alu",0.001879
"13432","chr1","-",2510,"repeat_type","AluYi6_4d#SINE/Alu",0.00251
"13433","chr2","+",2193,"repeat_type","AluYi6_4d#SINE/Alu",0.002193
"13434","chr2","-",2196,"repeat_type","AluYi6_4d#SINE/Alu",0.002196
"13435","chr3","+",2817,"repeat_type","AluYi6_4d#SINE/Alu",0.002817
"13436","chr3","-",634,"repeat_type","AluYi6_4d#SINE/Alu",0.000634
"13437","chr4","+",1257,"repeat_type","AluYi6_4d#SINE/Alu",0.001257
"13438","chr4","-",2524,"repeat_type","AluYi6_4d#SINE/Alu",0.002524
"13439","chr5","+",1255,"repeat_type","AluYi6_4d#SINE/Alu",0.001255
"13440","chr5","-",1245,"repeat_type","AluYi6_4d#SINE/Alu",0.001245
"13441","chr6","+",313,"repeat_type","AluYi6_4d#SINE/Alu",0.000313
"13442","chr6","-",1560,"repeat_type","AluYi6_4d#SINE/Alu",0.00156
"13443","chr7","+",2822,"repeat_type","AluYi6_4d#SINE/Alu",0.002822
"13444","chr7","-",933,"repeat_type","AluYi6_4d#SINE/Alu",0.000933
"13445","chr8","+",1886,"repeat_type","AluYi6_4d#SINE/Alu",0.001886
"13446","chr8","-",1250,"repeat_type","AluYi6_4d#SINE/Alu",0.00125
"13447","chr9","+",1255,"repeat_type","AluYi6_4d#SINE/Alu",0.001255
"13448","chr9","-",933,"repeat_type","AluYi6_4d#SINE/Alu",0.000933
"13449","chr10","+",1249,"repeat_type","AluYi6_4d#SINE/Alu",0.001249
"13450","chr10","-",939,"repeat_type","AluYi6_4d#SINE/Alu",0.000939
"13451","chr11","+",629,"repeat_type","AluYi6_4d#SINE/Alu",0.000629
"13452","chr11","-",626,"repeat_type","AluYi6_4d#SINE/Alu",0.000626
"13453","chr12","+",1560,"repeat_type","AluYi6_4d#SINE/Alu",0.00156
"13454","chr12","-",669,"repeat_type","AluYi6_4d#SINE/Alu",0.000669
"13455","chr13","+",945,"repeat_type","AluYi6_4d#SINE/Alu",0.000945
"13456","chr13","-",946,"repeat_type","AluYi6_4d#SINE/Alu",0.000946
"13457","chr14","+",943,"repeat_type","AluYi6_4d#SINE/Alu",0.000943
"13458","chr14","-",1870,"repeat_type","AluYi6_4d#SINE/Alu",0.00187
"13459","chr15","+",1562,"repeat_type","AluYi6_4d#SINE/Alu",0.001562
"13460","chr15","-",1246,"repeat_type","AluYi6_4d#SINE/Alu",0.001246
"13461","chr16","+",1263,"repeat_type","AluYi6_4d#SINE/Alu",0.001263
"13462","chr16","-",1570,"repeat_type","AluYi6_4d#SINE/Alu",0.00157
"13463","chr17","+",2507,"repeat_type","AluYi6_4d#SINE/Alu",0.002507
"13464","chr17","-",1885,"repeat_type","AluYi6_4d#SINE/Alu",0.001885
"13465","chr18","+",317,"repeat_type","AluYi6_4d#SINE/Alu",0.000317
"13466","chr18","-",314,"repeat_type","AluYi6_4d#SINE/Alu",0.000314
"13467","chr19","+",1252,"repeat_type","AluYi6_4d#SINE/Alu",0.001252
"13468","chr19","-",1265,"repeat_type","AluYi6_4d#SINE/Alu",0.001265
"13469","chr20","+",628,"repeat_type","AluYi6_4d#SINE/Alu",0.000628
"13470","chr20","-",943,"repeat_type","AluYi6_4d#SINE/Alu",0.000943
"13471","chr21","-",938,"repeat_type","AluYi6_4d#SINE/Alu",0.000938
"13472","chr22","+",1250,"repeat_type","AluYi6_4d#SINE/Alu",0.00125
"13473","chr22","-",935,"repeat_type","AluYi6_4d#SINE/Alu",0.000935
"13474","chrX","+",2826,"repeat_type","AluYi6_4d#SINE/Alu",0.002826
"13475","chrY","+",313,"repeat_type","AluYi6_4d#SINE/Alu",0.000313
"13476","chrY","-",628,"repeat_type","AluYi6_4d#SINE/Alu",0.000628
"13477","chr1","+",10363,"repeat_type","AluYh9#SINE/Alu",0.010363
"13478","chr1","-",9050,"repeat_type","AluYh9#SINE/Alu",0.00905
"13479","chr2","+",8150,"repeat_type","AluYh9#SINE/Alu",0.00815
"13480","chr2","-",8994,"repeat_type","AluYh9#SINE/Alu",0.008994
"13481","chr3","+",6280,"repeat_type","AluYh9#SINE/Alu",0.00628
"13482","chr3","-",6907,"repeat_type","AluYh9#SINE/Alu",0.006907
"13483","chr4","+",6593,"repeat_type","AluYh9#SINE/Alu",0.006593
"13484","chr4","-",4998,"repeat_type","AluYh9#SINE/Alu",0.004998
"13485","chr5","+",4701,"repeat_type","AluYh9#SINE/Alu",0.004701
"13486","chr5","-",5630,"repeat_type","AluYh9#SINE/Alu",0.00563
"13487","chr6","+",5020,"repeat_type","AluYh9#SINE/Alu",0.00502
"13488","chr6","-",6247,"repeat_type","AluYh9#SINE/Alu",0.006247
"13489","chr7","+",4129,"repeat_type","AluYh9#SINE/Alu",0.004129
"13490","chr7","-",5047,"repeat_type","AluYh9#SINE/Alu",0.005047
"13491","chr8","+",4697,"repeat_type","AluYh9#SINE/Alu",0.004697
"13492","chr8","-",4082,"repeat_type","AluYh9#SINE/Alu",0.004082
"13493","chr9","+",4703,"repeat_type","AluYh9#SINE/Alu",0.004703
"13494","chr9","-",4997,"repeat_type","AluYh9#SINE/Alu",0.004997
"13495","chr10","+",5647,"repeat_type","AluYh9#SINE/Alu",0.005647
"13496","chr10","-",5632,"repeat_type","AluYh9#SINE/Alu",0.005632
"13497","chr11","+",2816,"repeat_type","AluYh9#SINE/Alu",0.002816
"13498","chr11","-",5939,"repeat_type","AluYh9#SINE/Alu",0.005939
"13499","chr12","+",5007,"repeat_type","AluYh9#SINE/Alu",0.005007
"13500","chr12","-",3766,"repeat_type","AluYh9#SINE/Alu",0.003766
"13501","chr13","+",3452,"repeat_type","AluYh9#SINE/Alu",0.003452
"13502","chr13","-",3160,"repeat_type","AluYh9#SINE/Alu",0.00316
"13503","chr14","+",5337,"repeat_type","AluYh9#SINE/Alu",0.005337
"13504","chr14","-",2183,"repeat_type","AluYh9#SINE/Alu",0.002183
"13505","chr15","+",4378,"repeat_type","AluYh9#SINE/Alu",0.004378
"13506","chr15","-",4381,"repeat_type","AluYh9#SINE/Alu",0.004381
"13507","chr16","+",3759,"repeat_type","AluYh9#SINE/Alu",0.003759
"13508","chr16","-",5313,"repeat_type","AluYh9#SINE/Alu",0.005313
"13509","chr17","+",5016,"repeat_type","AluYh9#SINE/Alu",0.005016
"13510","chr17","-",2087,"repeat_type","AluYh9#SINE/Alu",0.002087
"13511","chr18","+",2201,"repeat_type","AluYh9#SINE/Alu",0.002201
"13512","chr18","-",3742,"repeat_type","AluYh9#SINE/Alu",0.003742
"13513","chr19","+",4698,"repeat_type","AluYh9#SINE/Alu",0.004698
"13514","chr19","-",5616,"repeat_type","AluYh9#SINE/Alu",0.005616
"13515","chr20","+",1565,"repeat_type","AluYh9#SINE/Alu",0.001565
"13516","chr20","-",2535,"repeat_type","AluYh9#SINE/Alu",0.002535
"13517","chr21","+",1561,"repeat_type","AluYh9#SINE/Alu",0.001561
"13518","chr21","-",1872,"repeat_type","AluYh9#SINE/Alu",0.001872
"13519","chr22","+",2502,"repeat_type","AluYh9#SINE/Alu",0.002502
"13520","chr22","-",2507,"repeat_type","AluYh9#SINE/Alu",0.002507
"13521","chrX","+",3748,"repeat_type","AluYh9#SINE/Alu",0.003748
"13522","chrX","-",4863,"repeat_type","AluYh9#SINE/Alu",0.004863
"13523","chrY","+",937,"repeat_type","AluYh9#SINE/Alu",0.000937
"13524","chrY","-",4222,"repeat_type","AluYh9#SINE/Alu",0.004222
"13525","chr1","+",21340,"repeat_type","MER74B#LTR/ERVL",0.02134
"13526","chr1","-",19190,"repeat_type","MER74B#LTR/ERVL",0.01919
"13527","chr2","+",32718,"repeat_type","MER74B#LTR/ERVL",0.032718
"13528","chr2","-",25346,"repeat_type","MER74B#LTR/ERVL",0.025346
"13529","chr3","+",15667,"repeat_type","MER74B#LTR/ERVL",0.015667
"13530","chr3","-",12743,"repeat_type","MER74B#LTR/ERVL",0.012743
"13531","chr4","+",15028,"repeat_type","MER74B#LTR/ERVL",0.015028
"13532","chr4","-",19580,"repeat_type","MER74B#LTR/ERVL",0.01958
"13533","chr5","+",17275,"repeat_type","MER74B#LTR/ERVL",0.017275
"13534","chr5","-",14596,"repeat_type","MER74B#LTR/ERVL",0.014596
"13535","chr6","+",11945,"repeat_type","MER74B#LTR/ERVL",0.011945
"13536","chr6","-",7869,"repeat_type","MER74B#LTR/ERVL",0.007869
"13537","chr7","+",18493,"repeat_type","MER74B#LTR/ERVL",0.018493
"13538","chr7","-",10856,"repeat_type","MER74B#LTR/ERVL",0.010856
"13539","chr8","+",21897,"repeat_type","MER74B#LTR/ERVL",0.021897
"13540","chr8","-",10308,"repeat_type","MER74B#LTR/ERVL",0.010308
"13541","chr9","+",16631,"repeat_type","MER74B#LTR/ERVL",0.016631
"13542","chr9","-",18751,"repeat_type","MER74B#LTR/ERVL",0.018751
"13543","chr10","+",16228,"repeat_type","MER74B#LTR/ERVL",0.016228
"13544","chr10","-",14433,"repeat_type","MER74B#LTR/ERVL",0.014433
"13545","chr11","+",14914,"repeat_type","MER74B#LTR/ERVL",0.014914
"13546","chr11","-",11545,"repeat_type","MER74B#LTR/ERVL",0.011545
"13547","chr12","+",9892,"repeat_type","MER74B#LTR/ERVL",0.009892
"13548","chr12","-",10946,"repeat_type","MER74B#LTR/ERVL",0.010946
"13549","chr13","+",15252,"repeat_type","MER74B#LTR/ERVL",0.015252
"13550","chr13","-",15252,"repeat_type","MER74B#LTR/ERVL",0.015252
"13551","chr14","+",10897,"repeat_type","MER74B#LTR/ERVL",0.010897
"13552","chr14","-",7028,"repeat_type","MER74B#LTR/ERVL",0.007028
"13553","chr15","+",8949,"repeat_type","MER74B#LTR/ERVL",0.008949
"13554","chr15","-",7667,"repeat_type","MER74B#LTR/ERVL",0.007667
"13555","chr16","+",6524,"repeat_type","MER74B#LTR/ERVL",0.006524
"13556","chr16","-",5473,"repeat_type","MER74B#LTR/ERVL",0.005473
"13557","chr17","+",14024,"repeat_type","MER74B#LTR/ERVL",0.014024
"13558","chr17","-",5235,"repeat_type","MER74B#LTR/ERVL",0.005235
"13559","chr18","+",5325,"repeat_type","MER74B#LTR/ERVL",0.005325
"13560","chr18","-",8766,"repeat_type","MER74B#LTR/ERVL",0.008766
"13561","chr19","+",11821,"repeat_type","MER74B#LTR/ERVL",0.011821
"13562","chr19","-",9101,"repeat_type","MER74B#LTR/ERVL",0.009101
"13563","chr20","+",7130,"repeat_type","MER74B#LTR/ERVL",0.00713
"13564","chr20","-",5852,"repeat_type","MER74B#LTR/ERVL",0.005852
"13565","chr21","+",5804,"repeat_type","MER74B#LTR/ERVL",0.005804
"13566","chr21","-",2341,"repeat_type","MER74B#LTR/ERVL",0.002341
"13567","chr22","+",3564,"repeat_type","MER74B#LTR/ERVL",0.003564
"13568","chr22","-",9134,"repeat_type","MER74B#LTR/ERVL",0.009134
"13569","chrX","+",15276,"repeat_type","MER74B#LTR/ERVL",0.015276
"13570","chrX","-",9695,"repeat_type","MER74B#LTR/ERVL",0.009695
"13571","chrY","+",3359,"repeat_type","MER74B#LTR/ERVL",0.003359
"13572","chr1","+",21787,"repeat_type","LTR5_Hs#LTR/ERVK",0.021787
"13573","chr1","-",12553,"repeat_type","LTR5_Hs#LTR/ERVK",0.012553
"13574","chr2","+",9690,"repeat_type","LTR5_Hs#LTR/ERVK",0.00969
"13575","chr2","-",7701,"repeat_type","LTR5_Hs#LTR/ERVK",0.007701
"13576","chr3","+",22136,"repeat_type","LTR5_Hs#LTR/ERVK",0.022136
"13577","chr3","-",10474,"repeat_type","LTR5_Hs#LTR/ERVK",0.010474
"13578","chr4","+",19426,"repeat_type","LTR5_Hs#LTR/ERVK",0.019426
"13579","chr4","-",8031,"repeat_type","LTR5_Hs#LTR/ERVK",0.008031
"13580","chr5","+",8711,"repeat_type","LTR5_Hs#LTR/ERVK",0.008711
"13581","chr5","-",11004,"repeat_type","LTR5_Hs#LTR/ERVK",0.011004
"13582","chr6","+",7741,"repeat_type","LTR5_Hs#LTR/ERVK",0.007741
"13583","chr6","-",12560,"repeat_type","LTR5_Hs#LTR/ERVK",0.01256
"13584","chr7","+",4849,"repeat_type","LTR5_Hs#LTR/ERVK",0.004849
"13585","chr7","-",10622,"repeat_type","LTR5_Hs#LTR/ERVK",0.010622
"13586","chr8","+",5685,"repeat_type","LTR5_Hs#LTR/ERVK",0.005685
"13587","chr8","-",7720,"repeat_type","LTR5_Hs#LTR/ERVK",0.00772
"13588","chr9","+",9690,"repeat_type","LTR5_Hs#LTR/ERVK",0.00969
"13589","chr9","-",8178,"repeat_type","LTR5_Hs#LTR/ERVK",0.008178
"13590","chr10","+",15948,"repeat_type","LTR5_Hs#LTR/ERVK",0.015948
"13591","chr10","-",2917,"repeat_type","LTR5_Hs#LTR/ERVK",0.002917
"13592","chr11","+",6779,"repeat_type","LTR5_Hs#LTR/ERVK",0.006779
"13593","chr11","-",10542,"repeat_type","LTR5_Hs#LTR/ERVK",0.010542
"13594","chr12","+",16217,"repeat_type","LTR5_Hs#LTR/ERVK",0.016217
"13595","chr12","-",9692,"repeat_type","LTR5_Hs#LTR/ERVK",0.009692
"13596","chr13","+",4212,"repeat_type","LTR5_Hs#LTR/ERVK",0.004212
"13597","chr13","-",1907,"repeat_type","LTR5_Hs#LTR/ERVK",0.001907
"13598","chr14","+",2908,"repeat_type","LTR5_Hs#LTR/ERVK",0.002908
